"VESSEL ID","RELATIONSHIP TYPE","CURRENT IND","COMPANY ID","COMPANY NAME","START DATE","START QUALIFIER","END DATE","END QUALIFIER","RECORD LAST UPDATED"
140215,"TM","",103991,"Nemtas Nemrut Liman Isletmeleri A.S.","19/07/2001","B","22/11/2010","B","22/02/2018"
303338,"TM","Y",175998,"China Oilfield Services Limited (COSL)","30/12/2005","A","","","22/02/2018"
299153,"TM","Y",175998,"China Oilfield Services Limited (COSL)","30/12/2005","A","","","22/02/2018"
377957,"BO","Y",47231,"Aegean Marine Petroleum S.A.","20/02/2018","B","","","21/02/2018"
377957,"CO","Y",232254,"Aegean Bunkering Services Incorporated","20/02/2018","B","","","21/02/2018"
377957,"BO","",47231,"Aegean Marine Petroleum S.A.","21/04/2008","A","19/02/2018","B","21/02/2018"
377957,"CO","",232254,"Aegean Bunkering Services Incorporated","21/04/2008","A","19/02/2018","B","21/02/2018"
212766,"BO","",4590,"Hsu family group","01/01/1989","A","22/04/2008","B","21/02/2018"
165344,"BO","",4590,"Hsu family group","01/01/1989","A","23/03/1995","B","21/02/2018"
234654,"BO","",4590,"Hsu family group","22/08/1999","","08/08/2002","","21/02/2018"
234654,"BO","",4590,"Hsu family group","04/10/1991","","25/07/1999","","21/02/2018"
390564,"RO","Y",243317,"Antiopi Shipping Incorporated","07/07/2015","B","","","21/02/2018"
390564,"RO","",243317,"Antiopi Shipping Incorporated","26/07/2009","B","26/07/2009","B","21/02/2018"
390564,"RO","",467881,"Amorea Special Maritime Enterprise (ENE)","27/07/2009","B","06/07/2015","B","21/02/2018"
390564,"TM","Y",2927,"Chandris (Hellas) Incorporated","27/07/2009","B","","","21/02/2018"
390564,"BO","Y",28728,"Chandris Hellas Group","07/07/2015","B","","","21/02/2018"
390564,"CO","Y",2927,"Chandris (Hellas) Incorporated","07/07/2015","B","","","21/02/2018"
390564,"BO","",28728,"Chandris Hellas Group","26/07/2009","B","26/07/2009","B","21/02/2018"
390564,"CO","",2927,"Chandris (Hellas) Incorporated","26/07/2009","B","26/07/2009","B","21/02/2018"
390564,"BO","",28728,"Chandris Hellas Group","27/07/2009","B","06/07/2015","B","21/02/2018"
390564,"CO","",2927,"Chandris (Hellas) Incorporated","27/07/2009","B","06/07/2015","B","21/02/2018"
390564,"TM","",2927,"Chandris (Hellas) Incorporated","26/07/2009","B","26/07/2009","B","21/02/2018"
390566,"RO","Y",243236,"Atalanti Shipping Incorporated","29/05/2015","B","","","21/02/2018"
390566,"RO","",243236,"Atalanti Shipping Incorporated","11/03/2009","B","10/09/2011","B","21/02/2018"
390566,"RO","",467742,"Aegea Special Maritime Enterprise (ENE)","11/09/2011","B","28/05/2015","B","21/02/2018"
247442,"TM","Y",500562,"Petek Endustriyel Malzemeler","15/03/2017","B","","","21/02/2018"
217304,"RO","",176375,"Unknown Breakers","02/11/2015","B","31/12/2016","B","20/02/2018"
1560,"RO","Y",500588,"Elmeka Shipping Company","01/01/2013","B","","","22/02/2018"
1560,"RO","",28299,"Elmeca Maritime Company","01/01/1989","A","31/12/2012","B","22/02/2018"
1560,"BO","Y",460362,"Meroula Shipping Company Naftiki Eferia","01/01/2013","B","","","22/02/2018"
1560,"CO","Y",460362,"Meroula Shipping Company Naftiki Eferia","01/01/2013","B","","","22/02/2018"
1560,"BO","",28299,"Elmeca Maritime Company","05/09/1990","","30/12/1990","","22/02/2018"
1560,"BO","",68353,"Michael Spanos","31/12/1990","B","31/12/2012","B","22/02/2018"
1560,"CO","",28299,"Elmeca Maritime Company","05/09/1990","","30/12/1990","","22/02/2018"
1560,"CO","",68353,"Michael Spanos","31/12/1990","B","31/12/2012","B","22/02/2018"
1560,"TM","Y",460362,"Meroula Shipping Company Naftiki Eferia","01/01/2013","B","","","22/02/2018"
1560,"TM","",28299,"Elmeca Maritime Company","05/09/1990","","30/12/1990","","22/02/2018"
1560,"TM","",68353,"Michael Spanos","31/12/1990","B","31/12/2012","B","22/02/2018"
217304,"BO","",176375,"Unknown Breakers","02/11/2015","B","31/12/2016","B","20/02/2018"
217304,"CO","",176375,"Unknown Breakers","02/11/2015","B","31/12/2016","B","20/02/2018"
217304,"TM","",176375,"Unknown Breakers","02/11/2015","B","31/12/2016","B","20/02/2018"
275857,"TM","Y",440911,"Victoria Shipping Limited","16/02/2018","B","","","21/02/2018"
275857,"TM","",291628,"Sadent Shipping Ltd","03/03/2016","A","15/02/2018","B","21/02/2018"
366766,"TM","Y",79080,"Raffles Shipmanagement Services Private Limited","21/02/2018","B","","","21/02/2018"
173274,"BO","",500578,"Turkiye Vakiflar Bankasi Turk Anonim Ortakligi (T.A.O.) (VakifBank)","21/04/2004","","05/01/2005","","22/02/2018"
173274,"CO","",103991,"Nemtas Nemrut Liman Isletmeleri A.S.","21/04/2004","","05/01/2005","","22/02/2018"
366188,"TM","Y",45557,"Chimbusco Pan Nation Shipping Company Limited","28/01/2005","A","","","22/02/2018"
177463,"RO","",176339,"Indian Breakers","29/09/2015","B","21/07/2017","T","21/02/2018"
332592,"RO","Y",209585,"Evia Petrol Maritime Company","06/12/2004","A","","","22/02/2018"
35507,"RO","Y",500559,"Ionian Sea - Greece Shipping Company","14/08/2014","","","","21/02/2018"
35507,"RO","",69768,"Ionion Pelagos (Hellas) Shipping Company","02/08/2013","B","13/08/2014","","21/02/2018"
35507,"BO","Y",500559,"Ionian Sea - Greece Shipping Company","14/08/2014","","","","21/02/2018"
35507,"CO","Y",500559,"Ionian Sea - Greece Shipping Company","14/08/2014","","","","21/02/2018"
35507,"BO","",49452,"G.A. Ferries S.A.","02/08/2013","B","13/08/2014","","21/02/2018"
35507,"CO","",49452,"G.A. Ferries S.A.","02/08/2013","B","13/08/2014","","21/02/2018"
35507,"TM","Y",500559,"Ionian Sea - Greece Shipping Company","14/08/2014","","","","21/02/2018"
35507,"TM","",49452,"G.A. Ferries S.A.","02/08/2013","B","13/08/2014","","21/02/2018"
55060,"RO","Y",500564,"BL Tanker Maritime Company","01/10/2006","A","","","21/02/2018"
55060,"BO","Y",231890,"BL Tankers Shipping Company","01/02/2013","","","","21/02/2018"
55060,"CO","Y",231890,"BL Tankers Shipping Company","01/02/2013","","","","21/02/2018"
343504,"RO","",171103,"Nikolaos Moraitis & Evagelos Giakos","01/01/2001","B","31/05/2011","B","22/02/2018"
317596,"BO","",500578,"Turkiye Vakiflar Bankasi Turk Anonim Ortakligi (T.A.O.) (VakifBank)","21/02/2008","B","17/05/2017","B","22/02/2018"
317596,"CO","",103991,"Nemtas Nemrut Liman Isletmeleri A.S.","21/02/2008","B","17/05/2017","B","22/02/2018"
343504,"RO","Y",106243,"Alexandros Boufis","01/06/2017","B","","","22/02/2018"
343504,"RO","",212646,"Unknown Owners","01/01/1984","A","31/12/2000","B","22/02/2018"
55060,"TM","Y",231890,"BL Tankers Shipping Company","01/02/2013","","","","21/02/2018"
1181879,"RO","Y",497103,"Hanri Limited","02/02/2018","","","","20/02/2018"
1181879,"RO","",427264,"New Yangtze Navigation (Hong Kong) Company Limited","02/01/2013","B","01/02/2018","","20/02/2018"
1181879,"BO","Y",484917,"New Yangtze Navigation (Holding) Private Limited","02/02/2018","","","","20/02/2018"
1181879,"CO","Y",427264,"New Yangtze Navigation (Hong Kong) Company Limited","02/02/2018","","","","20/02/2018"
1181879,"BO","",484917,"New Yangtze Navigation (Holding) Private Limited","02/01/2013","B","01/02/2018","","20/02/2018"
1181879,"CO","",427264,"New Yangtze Navigation (Hong Kong) Company Limited","02/01/2013","B","01/02/2018","","20/02/2018"
1181879,"TM","Y",427264,"New Yangtze Navigation (Hong Kong) Company Limited","02/02/2018","","","","20/02/2018"
1181879,"TM","",427264,"New Yangtze Navigation (Hong Kong) Company Limited","02/01/2013","B","01/02/2018","","20/02/2018"
8462124,"RO","Y",500525,"MYF Islands Limited","02/02/2018","","","","20/02/2018"
8462124,"RO","",471934,"Icon Siva Coral LLC","04/04/2014","","01/02/2018","","20/02/2018"
1753246,"BO","Y",212646,"Unknown Owners","01/02/2013","","","","21/02/2018"
1753246,"CO","Y",212646,"Unknown Owners","01/02/2013","","","","21/02/2018"
1753246,"BO","",171103,"Nikolaos Moraitis & Evagelos Giakos","01/01/2001","A","01/01/2011","Y","21/02/2018"
1753246,"RO","Y",500572,"Morgia Vanilia Naftiki Eteria","02/01/2011","","","","21/02/2018"
1753246,"CO","",171103,"Nikolaos Moraitis & Evagelos Giakos","01/01/2001","A","01/01/2011","Y","21/02/2018"
1753246,"TM","Y",212646,"Unknown Owners","01/02/2013","","","","21/02/2018"
1753246,"TM","",171103,"Nikolaos Moraitis & Evagelos Giakos","01/01/2001","A","01/01/2011","Y","21/02/2018"
1753246,"RO","",171103,"Nikolaos Moraitis & Evagelos Giakos","01/03/1990","A","01/01/2011","Y","21/02/2018"
9057204,"RO","Y",500565,"Minnehaha Shipping Company Limited","06/02/2018","B","","","21/02/2018"
9057204,"RO","",474458,"CVI Minnehaha LLC","25/09/2014","B","05/02/2018","B","21/02/2018"
9057204,"TM","Y",242499,"C Transport Maritime SAM","06/02/2018","B","","","21/02/2018"
9057204,"TM","",80573,"Teekay Shipping (Australia) Proprietary Limited","05/08/2015","B","05/02/2018","B","21/02/2018"
9057204,"BO","Y",212646,"Unknown Owners","06/02/2018","B","","","21/02/2018"
9057204,"CO","Y",212646,"Unknown Owners","06/02/2018","B","","","21/02/2018"
12482943,"TM","Y",477963,"Brightoil Shipmanagement Private Limited","22/02/2018","B","","","22/02/2018"
343504,"RO","",93254,"Government of Greece","01/06/2011","B","31/05/2017","B","22/02/2018"
343504,"BO","Y",106243,"Alexandros Boufis","01/06/2017","B","","","22/02/2018"
343504,"CO","Y",106243,"Alexandros Boufis","01/06/2017","B","","","22/02/2018"
343504,"BO","",171103,"Nikolaos Moraitis & Evagelos Giakos","01/01/2001","B","31/05/2011","B","22/02/2018"
343504,"CO","",171103,"Nikolaos Moraitis & Evagelos Giakos","01/01/2001","B","31/05/2011","B","22/02/2018"
343504,"BO","",212646,"Unknown Owners","01/01/1984","A","31/12/2000","B","22/02/2018"
343504,"CO","",212646,"Unknown Owners","01/01/1984","A","31/12/2000","B","22/02/2018"
343504,"BO","",93254,"Government of Greece","01/06/2011","B","31/05/2017","B","22/02/2018"
343504,"CO","",93254,"Government of Greece","01/06/2011","B","31/05/2017","B","22/02/2018"
343504,"TM","Y",106243,"Alexandros Boufis","01/06/2017","B","","","22/02/2018"
343504,"TM","",171103,"Nikolaos Moraitis & Evagelos Giakos","01/01/2001","B","31/05/2011","B","22/02/2018"
343504,"TM","",212646,"Unknown Owners","01/01/1984","A","31/12/2000","B","22/02/2018"
343504,"TM","",93254,"Government of Greece","01/06/2011","B","31/05/2017","B","22/02/2018"
351149,"TM","Y",497905,"Mega Shipping Limited","21/02/2017","A","","","21/02/2018"
351149,"TM","",72789,"Mega Shipping Line Corporation","03/02/2017","B","20/02/2017","A","21/02/2018"
177765,"BO","",500578,"Turkiye Vakiflar Bankasi Turk Anonim Ortakligi (T.A.O.) (VakifBank)","22/04/2005","B","06/09/2006","","22/02/2018"
173274,"TM","",103991,"Nemtas Nemrut Liman Isletmeleri A.S.","21/04/2004","","05/01/2005","","22/02/2018"
223451,"BO","",4590,"Hsu family group","01/01/1990","A","28/02/1995","B","21/02/2018"
226410,"BO","",4590,"Hsu family group","01/01/1990","A","28/02/1995","B","21/02/2018"
332592,"BO","Y",488531,"Tsalamanios Family","06/12/2004","A","","","22/02/2018"
332592,"CO","Y",209585,"Evia Petrol Maritime Company","06/12/2004","A","","","22/02/2018"
281294,"RO","Y",500532,"Tenby Shipping Company Limited","14/02/2018","","","","20/02/2018"
281294,"RO","",87357,"Golden Tide Corporation","31/03/1999","A","13/02/2018","","20/02/2018"
281294,"BO","Y",212646,"Unknown Owners","14/02/2018","","","","20/02/2018"
281294,"CO","Y",212646,"Unknown Owners","14/02/2018","","","","20/02/2018"
281294,"BO","",210532,"Ship Finance International Limited","08/04/2004","","13/02/2018","","20/02/2018"
281294,"BO","",5822,"Golden Ocean Management Limited","31/03/1999","A","06/01/2001","B","20/02/2018"
281294,"BO","",18049,"Wallem Shipmanagement Limited","07/01/2001","B","07/04/2004","B","20/02/2018"
281294,"CO","",210532,"Ship Finance International Limited","08/04/2004","","13/02/2018","","20/02/2018"
350687,"CO","Y",107267,"Clearwater Group","24/09/2017","B","","","20/02/2018"
281294,"CO","",5822,"Golden Ocean Management Limited","31/03/1999","A","06/01/2001","B","20/02/2018"
281294,"CO","",18049,"Wallem Shipmanagement Limited","07/01/2001","B","07/04/2004","B","20/02/2018"
350687,"RO","Y",496183,"Mirella S Marine Corporation","24/09/2017","B","","","20/02/2018"
350687,"BO","Y",107267,"Clearwater Group","24/09/2017","B","","","20/02/2018"
313282,"TP","",3007,"Chevron Shipping Company LLC","05/01/2007","B","31/12/2016","B","21/02/2018"
313282,"TP","",166394,"Petredec Limited","01/01/2017","A","01/07/2017","B","21/02/2018"
8919858,"BO","Y",12999,"Polembros Shipping Limited","09/10/2014","B","","","21/02/2018"
8919858,"CO","Y",12999,"Polembros Shipping Limited","09/10/2014","B","","","21/02/2018"
8919858,"BO","",181101,"Euronav N.V.","07/04/2013","B","08/10/2014","B","21/02/2018"
8919858,"CO","",181101,"Euronav N.V.","07/04/2013","B","08/10/2014","B","21/02/2018"
7212745,"BO","",4590,"Hsu family group","24/03/2011","A","31/07/2013","B","21/02/2018"
8919858,"RO","Y",474951,"Thalassa Maritime Corporation","09/10/2014","B","","","21/02/2018"
8919858,"RO","",440417,"Belle Shipholdings Limited","07/04/2013","B","08/10/2014","B","21/02/2018"
8919858,"TM","Y",12999,"Polembros Shipping Limited","09/10/2014","B","","","21/02/2018"
9211133,"BO","Y",4590,"Hsu family group","30/10/2008","","","","21/02/2018"
8919858,"TM","",219731,"Euronav Ship Management (Hellas) Limited","07/04/2013","B","08/10/2014","B","21/02/2018"
9211133,"CO","Y",15242,"Sincere Navigation Corporation","30/10/2008","","","","21/02/2018"
9211133,"TM","Y",15242,"Sincere Navigation Corporation","30/10/2008","","","","21/02/2018"
9305894,"TM","Y",495645,"Eaglestar Shipmanagement (Labuan) Private Limited","08/12/2017","A","","","21/02/2018"
9305894,"TM","",9413,"MISC Berhad","21/12/2010","","07/12/2017","A","21/02/2018"
351023,"TM","Y",497373,"Olympic Vision Maritime Company Incorporated","19/02/2018","B","","","21/02/2018"
351023,"TM","",72205,"Springfield Shipping Company Panama S.A.","16/06/2014","B","18/02/2018","B","21/02/2018"
8331990,"TM","Y",348083,"Transmed Shipping Company Limited","20/05/2014","B","","","21/02/2018"
367410,"BO","Y",88,"Anonymos Naftiliaki Etaireia Kritis AE (ANEK LINES) S.A.","02/02/2016","A","","","21/02/2018"
358601,"BO","Y",4590,"Hsu family group","07/09/2006","A","","","21/02/2018"
358601,"CO","Y",15242,"Sincere Navigation Corporation","07/09/2006","A","","","21/02/2018"
358601,"TM","Y",15242,"Sincere Navigation Corporation","07/09/2006","A","","","21/02/2018"
366717,"BO","Y",4590,"Hsu family group","20/01/2007","","","","21/02/2018"
366717,"CO","Y",15242,"Sincere Navigation Corporation","20/01/2007","","","","21/02/2018"
367410,"RO","Y",88,"Anonymos Naftiliaki Etaireia Kritis AE (ANEK LINES) S.A.","02/02/2016","A","","","21/02/2018"
345400,"BO","",4590,"Hsu family group","03/10/2003","","30/11/2003","","21/02/2018"
345400,"BO","",4590,"Hsu family group","01/12/2003","","06/01/2015","B","21/02/2018"
345400,"CO","",15242,"Sincere Navigation Corporation","01/12/2003","","06/01/2015","B","21/02/2018"
348660,"BO","",4590,"Hsu family group","03/06/2005","A","01/12/2016","","21/02/2018"
367410,"CO","Y",88,"Anonymos Naftiliaki Etaireia Kritis AE (ANEK LINES) S.A.","02/02/2016","A","","","21/02/2018"
381667,"BO","Y",4590,"Hsu family group","29/10/2010","B","","","21/02/2018"
381667,"BO","",4590,"Hsu family group","29/09/2007","A","28/10/2010","B","21/02/2018"
381667,"CO","",15242,"Sincere Navigation Corporation","29/09/2007","A","28/10/2010","B","21/02/2018"
381667,"TM","",15242,"Sincere Navigation Corporation","29/09/2007","A","28/10/2010","B","21/02/2018"
423185,"RO","Y",212646,"Unknown Owners","21/02/2018","B","","","21/02/2018"
423185,"RO","",237168,"Catfish Forvaltning AB","01/06/2006","A","20/02/2018","B","21/02/2018"
423185,"BO","Y",212646,"Unknown Owners","21/02/2018","B","","","21/02/2018"
423185,"CO","Y",212646,"Unknown Owners","21/02/2018","B","","","21/02/2018"
423185,"BO","",216211,"Svithoid Tankers AB","01/01/2007","","20/02/2018","B","21/02/2018"
423185,"CO","",216211,"Svithoid Tankers AB","01/01/2007","","20/02/2018","B","21/02/2018"
423185,"TM","Y",212646,"Unknown Owners","21/02/2018","B","","","21/02/2018"
423185,"TM","",216211,"Svithoid Tankers AB","01/01/2007","","20/02/2018","B","21/02/2018"
623357,"BO","",4590,"Hsu family group","19/05/2011","B","13/06/2016","","21/02/2018"
623357,"CO","",15242,"Sincere Navigation Corporation","19/05/2011","B","13/06/2016","","21/02/2018"
749617,"RO","Y",263082,"Ianthe II Transportation Corporation","18/05/2015","","","","21/02/2018"
749617,"RO","",231149,"Ianthe Transportation ENE","04/10/2009","A","17/05/2015","","21/02/2018"
749617,"BO","Y",9335,"Lykiardopulo & Company Limited","18/05/2015","","","","21/02/2018"
749617,"CO","Y",9335,"Lykiardopulo & Company Limited","18/05/2015","","","","21/02/2018"
749617,"BO","",9335,"Lykiardopulo & Company Limited","04/10/2009","A","17/05/2015","","21/02/2018"
749617,"CO","",9335,"Lykiardopulo & Company Limited","04/10/2009","A","17/05/2015","","21/02/2018"
756481,"RO","Y",500550,"Anetos Maritime Limited","21/02/2018","B","","","21/02/2018"
756481,"RO","",128583,"Ocean Sunrise Shipholding S.A.","01/12/2010","B","20/02/2018","B","21/02/2018"
355972,"RO","Y",472901,"H-Line Shipping Company Limited","21/02/2018","","","","21/02/2018"
355972,"RO","",486056,"Toffee Marine S.A.","18/07/2016","B","20/02/2018","B","21/02/2018"
355972,"BO","Y",487303,"Hahn & Company","21/02/2018","","","","21/02/2018"
355972,"CO","Y",472901,"H-Line Shipping Company Limited","21/02/2018","","","","21/02/2018"
10222706,"RO","Y",219244,"Atlantic Schepen Exploitatie Maatschappij B.V.","31/12/2016","B","","","20/02/2018"
10222706,"BO","Y",55438,"Atlantic Aardolieproducten Maatschappij B.V.","31/12/2016","B","","","20/02/2018"
10222706,"CO","Y",219244,"Atlantic Schepen Exploitatie Maatschappij B.V.","31/12/2016","B","","","20/02/2018"
397283,"NO","",41519,"DNB Bank ASA","27/09/2013","B","03/05/2015","B","20/02/2018"
397295,"NO","Y",41519,"DNB Bank ASA","27/09/2013","B","","","20/02/2018"
397301,"NO","Y",41519,"DNB Bank ASA","27/09/2013","B","","","20/02/2018"
366078,"RO","Y",212646,"Unknown Owners","21/02/2018","B","","","22/02/2018"
355972,"BO","",39977,"Samos Steamship Company","18/07/2016","B","20/02/2018","B","21/02/2018"
355972,"CO","",39977,"Samos Steamship Company","18/07/2016","B","20/02/2018","B","21/02/2018"
356356,"BO","Y",485833,"Bergshav AS","06/02/2013","B","","","22/02/2018"
356356,"CO","Y",27679,"Bergshav Management AS","06/02/2013","B","","","22/02/2018"
356359,"RO","Y",492179,"Bergshav Product Tankers K/S","17/01/2018","B","","","22/02/2018"
356359,"RO","",184869,"Braaid Shipping Limited","24/09/2006","B","24/09/2006","B","22/02/2018"
356359,"RO","",232199,"Ocean Dignity Nav. Limited","25/09/2006","B","30/01/2007","B","22/02/2018"
356359,"RO","",434044,"Ocean Product Tankers AS","05/10/2012","B","16/01/2018","B","22/02/2018"
356359,"RO","",492179,"Bergshav Product Tankers K/S","31/01/2007","B","04/10/2012","B","22/02/2018"
325084,"TP","",206801,"Noble Chartering Limited","19/11/2010","","13/02/2018","B","22/02/2018"
303762,"RO","Y",448683,"P.T. Lintas Wahana Indonesia","13/02/2018","","","","20/02/2018"
407563,"RO","Y",500521,"Navisa Shipping Incorporated","19/02/2018","B","","","20/02/2018"
407563,"RO","",33190,"Eastern Cross Shipping S.A.","01/04/2009","B","18/02/2018","B","20/02/2018"
407563,"TM","",16974,"Toyo Kaiun Company Limited","07/11/2013","B","18/02/2018","B","20/02/2018"
407563,"BO","Y",481093,"Densay Group","19/02/2018","B","","","20/02/2018"
407563,"CO","Y",195148,"Densay Denizcilik ve Ticaret AS","19/02/2018","B","","","20/02/2018"
407563,"BO","",16974,"Toyo Kaiun Company Limited","01/04/2009","B","18/02/2018","B","20/02/2018"
407563,"CO","",16974,"Toyo Kaiun Company Limited","01/04/2009","B","18/02/2018","B","20/02/2018"
407563,"TM","Y",195148,"Densay Denizcilik ve Ticaret AS","19/02/2018","B","","","20/02/2018"
757987,"TM","Y",214843,"Shanghai Dingheng Shipping Company Limited","05/08/2016","B","","","22/02/2018"
366013,"RO","Y",412763,"BW VLGC Limited","25/01/2017","B","","","20/02/2018"
