"VESSEL ID","PSC ID","EVENT TYPE","INSPECTION PLACE","INITIAL DATE","INITIAL DATE QUALIFIER","FINAL DATE","FINAL DATE QUALIFIER","DETENTION IND","DEFICIENCIES IND","INSPECTION PRECIS","RECORD LAST UPDATED"
273023,15392852,"PSC","Asaluyeh Terminal","06/02/2018","","","","Y","N","","20/02/2018"
3690923,15392853,"PSC","Visakhapatnam","07/02/2018","","","","Y","N","","20/02/2018"
325432,15392854,"PSC","Asaluyeh Terminal","08/02/2018","","","","N","N","","20/02/2018"
11028787,15392860,"PSC","Mormugao","12/02/2018","","","","Y","N","","20/02/2018"
397326,15392861,"PSC","Mangalore","12/02/2018","","","","N","N","","20/02/2018"
362825,15392862,"PSC","Chittagong","12/02/2018","","","","Y","N","","20/02/2018"
12236431,15392863,"PSC","Visakhapatnam","13/02/2018","","","","N","N","","20/02/2018"
362890,15392865,"PSC","Mombasa","13/02/2018","","","","N","N","","20/02/2018"
610991,15392866,"PSC","Mombasa","13/02/2018","","","","Y","N","","20/02/2018"
8896258,15392870,"PSC","Visakhapatnam","14/02/2018","","","","Y","N","","20/02/2018"
760212,15392871,"PSC","Kolkata","14/02/2018","","","","Y","N","","20/02/2018"
12247560,15392872,"PSC","Kochi(IND)","14/02/2018","","","","N","N","","20/02/2018"
276837,15392873,"PSC","Mombasa","14/02/2018","","","","Y","N","","20/02/2018"
10514777,15392875,"PSC","Mombasa","14/02/2018","","","","N","N","","20/02/2018"
123647,15392876,"PSC","Suakin","14/02/2018","","","","Y","N","","20/02/2018"
9772563,15392877,"PSC","Mombasa","15/02/2018","","","","N","N","","20/02/2018"
343984,15392879,"PSC","Mombasa","16/02/2018","","","","N","N","","20/02/2018"
741819,15392881,"PSC","Mombasa","19/02/2018","","","","N","N","","20/02/2018"
9053271,15392882,"PSC","Mombasa","19/02/2018","","","","N","N","","20/02/2018"
11896633,15392883,"PSC","Mombasa","19/02/2018","","","","N","N","","20/02/2018"
285268,15392884,"PSC","Bandar Imam Khomeini","31/01/2018","","","","Y","N","","20/02/2018"
314863,15392887,"PSC","Brunsbuttel","16/02/2018","","","","Y","N","","20/02/2018"
12416085,15392889,"PSC","Liverpool","18/02/2018","","","","N","N","","20/02/2018"
350436,15392891,"PSC","Cartagena(ESP)","12/02/2018","","","","N","N","","20/02/2018"
338553,15392895,"PSC","Malmo","16/02/2018","","","","N","N","","20/02/2018"
355227,15392896,"PSC","Belfast","17/02/2018","","","","Y","N","","20/02/2018"
277337,15392897,"PSC","Belfast","16/02/2018","","","","N","N","","20/02/2018"
1739657,15392898,"PSC","Hamburg","17/02/2018","","","","Y","N","","20/02/2018"
173233,15392899,"PSC","Cuxhaven","17/02/2018","","","","Y","N","","20/02/2018"
303115,15392901,"PSC","Trelleborg","21/01/2018","","","","Y","N","","20/02/2018"
320603,15392902,"PSC","Kavkaz","16/02/2018","","","","Y","N","","20/02/2018"
111244,15392903,"PSC","Gdansk","17/02/2018","","","","N","N","","20/02/2018"
1336841,15392905,"PSC","Gdansk","17/02/2018","","","","N","N","","20/02/2018"
2665456,15392906,"PSC","Tilbury","17/02/2018","","","","N","N","","20/02/2018"
366091,15392907,"PSC","Santa Panagia","17/02/2018","","","","N","N","","20/02/2018"
152743,15392909,"PSC","Temryuk","17/02/2018","","","","Y","N","","20/02/2018"
277202,15392911,"PSC","Aveiro","17/02/2018","","","","N","N","","20/02/2018"
353804,15392913,"PSC","Nantes","18/02/2018","","","","N","N","","20/02/2018"
303379,15392919,"PSC","Porto Vesme","19/02/2018","","","","Y","N","","20/02/2018"
610931,15392923,"PSC","Fawley","16/02/2018","","","","Y","N","","20/02/2018"
302696,15392926,"PSC","Dublin","19/02/2018","","","","N","N","","20/02/2018"
325086,15392928,"PSC","Rouen","19/02/2018","","","","N","N","","20/02/2018"
749573,15392929,"PSC","Ploce","19/02/2018","","","","N","N","","20/02/2018"
10239261,15392931,"PSC","Aughinish Is.","19/02/2018","","","","N","N","","20/02/2018"
9779180,15392932,"PSC","Genoa","19/02/2018","","","","Y","N","","20/02/2018"
388893,15392934,"PSC","Gibraltar","19/02/2018","","","","N","N","","20/02/2018"
345102,15392937,"PSC","Vancouver(CAN)","09/02/2018","","","","Y","N","","20/02/2018"
431733,15392938,"PSC","Port Alfred","12/02/2018","","","","N","N","","20/02/2018"
363021,15392939,"PSC","Klaipeda","14/02/2018","","","","N","N","","20/02/2018"
1333227,15392940,"PSC","Gothenburg","10/02/2018","","","","Y","N","","20/02/2018"
11016648,15392941,"PSC","Port Hedland","19/02/2018","","","","N","N","","20/02/2018"
344105,15392945,"PSC","Hay Point","19/02/2018","","","","Y","N","","20/02/2018"
353573,15392946,"PSC","Burnie","19/02/2018","","","","N","N","","20/02/2018"
473437,15392947,"PSC","Gladstone","19/02/2018","","","","Y","N","","20/02/2018"
10215497,15392950,"PSC","Gladstone","16/02/2018","","","","Y","N","","20/02/2018"
291876,15392952,"PSC","Newcastle(AUS)","19/02/2018","","","","Y","N","","20/02/2018"
303763,15392953,"PSC","Sydney","19/02/2018","","","","Y","N","","20/02/2018"
11406600,15392955,"PSC","Fremantle","16/02/2018","","","","Y","N","","20/02/2018"
349469,15392957,"PSC","Hay Point","19/02/2018","","","","N","N","","20/02/2018"
302944,15395633,"PSC","Novorossiysk","16/02/2018","","17/02/2018","","Y","Y","","20/02/2018"
12331258,15395636,"PSC","Novorossiysk","12/02/2018","","13/02/2018","","Y","Y","","20/02/2018"
10056291,15395637,"PSC","Tuapse","08/02/2018","","","","Y","Y","","20/02/2018"
408504,15395640,"PSC","Taman","19/02/2018","","","","Y","","","20/02/2018"
357878,15395641,"PSC","Taman","19/02/2018","","","","Y","","","20/02/2018"
12218244,15395642,"PSC","Taman","19/02/2018","","","","N","","","20/02/2018"
7806190,15395643,"PSC","Tuapse","19/02/2018","","","","Y","","","20/02/2018"
12218346,15395645,"PSC","Novorossiysk","18/02/2018","","","","Y","","","20/02/2018"
282379,15395646,"PSC","Novorossiysk","18/02/2018","","","","Y","","","20/02/2018"
315590,15395647,"PSC","Novorossiysk","18/02/2018","","","","N","","","20/02/2018"
275437,15395648,"PSC","Novorossiysk","18/02/2018","","","","Y","","","20/02/2018"
396616,15395649,"PSC","Novorossiysk","18/02/2018","","","","N","","","20/02/2018"
749021,15395650,"PSC","Tuapse","18/02/2018","","","","N","","","20/02/2018"
366437,15395651,"PSC","Taman","17/02/2018","","","","Y","","","20/02/2018"
356593,15395654,"PSC","Tuapse","16/02/2018","","","","Y","","","20/02/2018"
10457975,15395655,"PSC","Novorossiysk","16/02/2018","","","","N","","","20/02/2018"
363491,15395656,"PSC","Taman","15/02/2018","","","","Y","","","20/02/2018"
282123,15395658,"PSC","Nikolayev","15/02/2018","","","","N","","","20/02/2018"
222606,15395660,"PSC","Nikolayev","15/02/2018","","","","N","","","20/02/2018"
366395,15395661,"PSC","Nikolayev","15/02/2018","","","","N","","","20/02/2018"
350256,15395665,"PSC","Novorossiysk","15/02/2018","","","","Y","","","20/02/2018"
10682302,15395666,"PSC","Tuapse","15/02/2018","","","","Y","","","20/02/2018"
728634,15395667,"PSC","Tuapse","15/02/2018","","","","Y","","","20/02/2018"
250071,15395669,"PSC","Taman","15/02/2018","","","","Y","","","20/02/2018"
12589288,15395670,"PSC","Taman","15/02/2018","","","","Y","","","20/02/2018"
9822776,15395671,"PSC","Batumi","15/02/2018","","","","Y","","","20/02/2018"
10323989,15395672,"PSC","Zonguldak","15/02/2018","","","","N","","","20/02/2018"
10620491,15395673,"PSC","Kherson","14/02/2018","","","","N","","","20/02/2018"
1322212,15395674,"PSC","Odessa","14/02/2018","","","","N","","","20/02/2018"
763063,15395676,"PSC","Nikolayev","14/02/2018","","","","N","","","20/02/2018"
306963,15395678,"PSC","Tuapse","14/02/2018","","","","Y","","","20/02/2018"
747710,15395679,"PSC","Novorossiysk","14/02/2018","","","","Y","","","20/02/2018"
12331181,15395680,"PSC","Novorossiysk","14/02/2018","","","","N","","","20/02/2018"
368127,15395682,"PSC","Tuapse","14/02/2018","","","","Y","","","20/02/2018"
311003,15395683,"PSC","Yuzhnyy","13/02/2018","","","","Y","","","20/02/2018"
4084315,15395685,"PSC","Chornomorsk","13/02/2018","","","","Y","","","20/02/2018"
11145105,15395687,"PSC","Chornomorsk","13/02/2018","","","","N","","","20/02/2018"
358122,15395688,"PSC","Nikolayev","13/02/2018","","","","N","","","20/02/2018"
55671,15395689,"PSC","Nikolayev","13/02/2018","","","","Y","","","20/02/2018"
10526765,15395691,"PSC","Novorossiysk","13/02/2018","","","","N","","","20/02/2018"
399611,15395692,"PSC","Novorossiysk","13/02/2018","","","","N","","","20/02/2018"
349905,15395693,"PSC","Novorossiysk","13/02/2018","","","","Y","","","20/02/2018"
125043,15395695,"PSC","Chornomorsk","12/02/2018","","","","Y","","","20/02/2018"
363467,15395696,"PSC","Chornomorsk","12/02/2018","","","","N","","","20/02/2018"
12235565,15395697,"PSC","Chornomorsk","12/02/2018","","","","Y","","","20/02/2018"
362371,15395698,"PSC","Yuzhnyy","12/02/2018","","","","Y","","","20/02/2018"
741799,15395699,"PSC","Yuzhnyy","12/02/2018","","","","N","","","20/02/2018"
8879157,15395700,"PSC","Odessa","12/02/2018","","","","Y","","","20/02/2018"
341068,15395701,"PSC","Trabzon","12/02/2018","","","","N","","","20/02/2018"
11025365,15395702,"PSC","Taman","12/02/2018","","","","Y","","","20/02/2018"
303570,15395703,"PSC","Unye","12/02/2018","","","","N","","","20/02/2018"
343354,15395705,"PSC","Nikolayev","12/02/2018","","","","N","","","20/02/2018"
12223044,15395708,"PSC","Novorossiysk","11/02/2018","","","","Y","","","20/02/2018"
349468,15395712,"PSC","Yuzhnyy","09/02/2018","","","","N","","","20/02/2018"
10528531,15395713,"PSC","Novorossiysk","09/02/2018","","","","Y","","","20/02/2018"
11848511,15395716,"PSC","Liverpool","17/02/2018","","","","Y","N","","21/02/2018"
12237687,15395717,"PSC","Barcelona","16/02/2018","","","","N","N","","21/02/2018"
10308905,15395718,"PSC","Murmansk","16/02/2018","","","","Y","N","","21/02/2018"
756852,15395720,"PSC","Antwerp","17/02/2018","","","","Y","N","","21/02/2018"
310078,15395725,"PSC","Immingham","18/02/2018","","","","N","N","","21/02/2018"
755535,15395726,"PSC","Immingham","18/02/2018","","","","Y","N","","21/02/2018"
163246,15395728,"PSC","Valletta","18/02/2018","","","","N","N","","21/02/2018"
10997537,15395729,"PSC","Aaheim","19/02/2018","","","","N","N","","21/02/2018"
260651,15395730,"PSC","Zeebrugge","19/02/2018","","","","N","N","","21/02/2018"
377964,15395731,"PSC","Eleusis","13/02/2018","","","","N","N","","21/02/2018"
6014747,15395732,"PSC","Vasto","20/02/2018","","","","N","N","","21/02/2018"
355930,15395733,"PSC","Gothenburg","19/02/2018","","","","N","N","","21/02/2018"
10306355,15395734,"PSC","Ghent","19/02/2018","","","","Y","N","","21/02/2018"
150041,15395735,"PSC","Marsaxlokk","19/02/2018","","","","Y","N","","21/02/2018"
11005308,15395741,"PSC","Swinoujscie","19/02/2018","","","","Y","N","","21/02/2018"
323335,15395744,"PSC","Hamburg","15/02/2018","","","","Y","Y","","21/02/2018"
140221,15395747,"PSC","Setubal","19/02/2018","","","","Y","N","","21/02/2018"
351116,15395750,"PSC","Trieste","19/02/2018","","","","Y","N","","21/02/2018"
11744854,15395751,"PSC","Gibraltar","19/02/2018","","","","Y","N","","21/02/2018"
9762091,15395752,"PSC","Setubal","19/02/2018","","","","N","N","","21/02/2018"
396843,15395753,"PSC","Setubal","19/02/2018","","","","N","N","","21/02/2018"
279311,15395755,"PSC","Tarragona","19/02/2018","","","","Y","N","","21/02/2018"
12252314,15395756,"PSC","Saint Nicolas","20/02/2018","","","","N","N","","21/02/2018"
12697918,15395757,"PSC","Oristano","19/02/2018","","","","Y","N","","21/02/2018"
285740,15395758,"PSC","Bilbao","19/02/2018","","","","N","N","","21/02/2018"
625156,15395762,"PSC","Huelva","20/02/2018","","","","N","N","","21/02/2018"
11888273,15395764,"PSC","Le Havre","20/02/2018","","","","N","N","","21/02/2018"
2057,15395765,"PSC","Fredericia","20/02/2018","","","","Y","N","","21/02/2018"
9762567,15395766,"PSC","Swinoujscie","20/02/2018","","","","N","N","","21/02/2018"
232517,15395767,"PSC","Calais","20/02/2018","","","","N","N","","21/02/2018"
276224,15395768,"PSC","La Nouvelle","20/02/2018","","","","N","N","","21/02/2018"
12194612,15395769,"PSC","Venice","20/02/2018","","","","N","N","","21/02/2018"
12593107,15395770,"PSC","Nantes","20/02/2018","","","","N","N","","21/02/2018"
11139244,15395771,"PSC","Rouen","20/02/2018","","","","Y","N","","21/02/2018"
349534,15395772,"PSC","Dunkirk","19/02/2018","","","","Y","N","","21/02/2018"
11004382,15395773,"PSC","Rouen","20/02/2018","","","","N","N","","21/02/2018"
287690,15395777,"PSC","Dublin","20/02/2018","","","","N","N","","21/02/2018"
600987,15395780,"PSC","Rijeka","20/02/2018","","","","N","N","","21/02/2018"
12504402,15395781,"PSC","Vancouver(CAN)","13/02/2018","","","","Y","N","","21/02/2018"
756472,15395782,"PSC","Sydney(NS)","14/02/2018","","","","N","N","","21/02/2018"
10996632,15395783,"PSC","Tarragona","20/02/2018","","","","N","N","","21/02/2018"
383650,15395785,"PSC","Gibraltar","20/02/2018","","","","N","N","","21/02/2018"
12107801,15395787,"PSC","St. Petersburg","20/02/2018","","","","Y","N","","21/02/2018"
482384,15395789,"PSC","Vancouver(CAN)","14/02/2018","","","","Y","N","","21/02/2018"
11719992,15395790,"PSC","Saint John(CAN)","15/02/2018","","","","N","N","","21/02/2018"
756572,15395792,"PSC","Newcastle(AUS)","20/02/2018","","","","Y","N","","21/02/2018"
288343,15395793,"PSC","Brisbane","20/02/2018","","","","Y","N","","21/02/2018"
344647,15395796,"PSC","Hay Point","20/02/2018","","","","Y","N","","21/02/2018"
4084574,15395797,"PSC","Hay Point","20/02/2018","","","","N","N","","21/02/2018"
11696726,15395799,"PSC","Fremantle","20/02/2018","","","","N","N","","21/02/2018"
744017,15395800,"PSC","Sydney","20/02/2018","","","","Y","N","","21/02/2018"
738563,15395802,"PSC","Gladstone","20/02/2018","","","","N","N","","21/02/2018"
12241549,15395803,"PSC","Sydney","20/02/2018","","","","N","N","","21/02/2018"
741927,15395804,"PSC","Port Hedland","19/02/2018","","","","Y","N","","21/02/2018"
351902,15395805,"PSC","Albany(AUS)","19/02/2018","","","","N","N","","21/02/2018"
12244444,15395807,"PSC","Newcastle(AUS)","20/02/2018","","","","N","N","","21/02/2018"
291876,15395808,"PSC","Newcastle(AUS)","20/02/2018","","","","Y","N","","21/02/2018"
12256762,15395809,"PSC","Port Hedland","20/02/2018","","","","Y","N","","21/02/2018"
12574792,15395810,"PSC","Brisbane","20/02/2018","","","","N","N","","21/02/2018"
351708,15395811,"PSC","Fremantle","19/02/2018","","","","Y","N","","21/02/2018"
610864,15395813,"PSC","Fremantle","20/02/2018","","","","N","N","","21/02/2018"
6537314,15395814,"PSC","Fremantle","19/02/2018","","19/02/2018","","Y","Y","","21/02/2018"
846447,15395815,"PSC","Gladstone","20/02/2018","","","","N","N","","21/02/2018"
392618,15395828,"PSC","Mombasa","12/02/2018","","","","N","N","","22/02/2018"
124274,15395831,"PSC","Koromacno","06/04/2017","","","","Y","N","","22/02/2018"
366484,15395835,"PSC","Antwerp","20/02/2018","","","","N","N","","22/02/2018"
11969361,15395837,"PSC","Corunna","20/02/2018","","","","Y","N","","22/02/2018"
7863939,15395838,"PSC","Gdynia","20/02/2018","","","","Y","N","","22/02/2018"
210706,15395841,"PSC","Landskrona","19/02/2018","","","","Y","N","","22/02/2018"
173143,15395844,"PSC","Varna","20/02/2018","","","","Y","N","","22/02/2018"
279430,15395846,"PSC","Zeebrugge","20/02/2018","","","","N","N","","22/02/2018"
260661,15395855,"PSC","Preveza","13/02/2018","","","","Y","N","","22/02/2018"
12253515,15395856,"PSC","Hamburg","21/02/2018","","","","Y","N","","22/02/2018"
277668,15395858,"PSC","Zeebrugge","21/02/2018","","","","N","N","","22/02/2018"
232221,15395864,"PSC","Helsinki","21/02/2018","","","","N","N","","22/02/2018"
726508,15395866,"PSC","Swinoujscie","21/02/2018","","","","N","N","","22/02/2018"
352404,15395867,"PSC","Dover","16/02/2018","","","","N","N","","22/02/2018"
1073057,15395870,"PSC","Moneypoint","21/02/2018","","","","Y","N","","22/02/2018"
361650,15395871,"PSC","Omisalj","21/02/2018","","","","N","N","","22/02/2018"
297869,15395873,"PSC","Dublin","21/02/2018","","","","Y","N","","22/02/2018"
481366,15395875,"PSC","Brest","21/02/2018","","","","N","N","","22/02/2018"
10457520,15395877,"PSC","Vancouver(CAN)","16/02/2018","","","","N","N","","22/02/2018"
625307,15395879,"PSC","Rotterdam","15/02/2018","","","","Y","N","","22/02/2018"
277206,15395880,"PSC","Rotterdam","15/02/2018","","","","N","N","","22/02/2018"
352044,15395881,"PSC","Riga","20/02/2018","","","","Y","N","","22/02/2018"
124274,15395883,"PSC","Koromacno","07/02/2018","","","","Y","N","","22/02/2018"
347977,15395884,"PSC","Huelva","20/02/2018","","","","Y","N","","22/02/2018"
271771,15395885,"PSC","Wilhelmshaven","20/02/2018","","","","Y","N","","22/02/2018"
264753,15395888,"PSC","Patras","19/02/2018","","","","Y","N","","22/02/2018"
12331107,15395894,"PSC","Hamburg","19/02/2018","","","","N","N","","22/02/2018"
10013748,15395896,"PSC","Gladstone","21/02/2018","","","","Y","N","","22/02/2018"
11958070,15395897,"PSC","Gladstone","21/02/2018","","","","N","N","","22/02/2018"
303690,15395899,"PSC","Geraldton","20/02/2018","","","","Y","N","","22/02/2018"
303690,15395901,"PSC","Geraldton","21/02/2018","","","","Y","N","","22/02/2018"
2773029,15395902,"PSC","Port Walcott","21/02/2018","","","","N","N","","22/02/2018"
252261,15395903,"PSC","Darwin","21/02/2018","","","","Y","N","","22/02/2018"
11230308,15395904,"PSC","Fremantle","20/02/2018","","","","N","N","","22/02/2018"
3352507,15395905,"PSC","Brisbane","21/02/2018","","","","N","N","","22/02/2018"
733128,15395907,"PSC","Fremantle","21/02/2018","","","","N","N","","22/02/2018"
763603,15395908,"PSC","Hay Point","21/02/2018","","","","Y","N","","22/02/2018"
302910,15395909,"PSC","Paramaribo","13/02/2018","","","","N","N","","22/02/2018"
10998258,15395913,"PSC","Belize City","14/02/2018","","","","N","N","","22/02/2018"
